,image_name,image_label,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19
27,BRACS_1325_N_13,0,0.0,0.0,0.03990253,0.0,0.0,0.0,0.0,0.0,0.0,0.15079021,0.18851624,0.0,0.0,0.0,1.4322748,0.0,0.0,0.39020514,1.1742679,0.0
28,BRACS_1325_N_4,0,0.0,0.0,0.05596914,0.0,0.0,0.0,0.0,0.0,0.0,0.1772751,0.19811597,0.0,0.0,0.0,1.5751022,0.0,0.0,0.45922223,1.3233538,0.0
29,BRACS_1325_N_5,0,0.0,0.0,0.083427265,0.0,0.0,0.0,0.0,0.0,0.0,0.21016489,0.34185207,0.0,0.0,0.0,1.9557575,0.0,0.07200128,0.39615917,1.4589319,0.0
30,BRACS_1325_N_6,0,0.0,0.0,0.01774159,0.0,0.0010712221,0.0,0.0,0.0,0.0,0.1305212,0.17089278,0.0,0.0,0.0,1.2721021,0.03662193,0.0,0.30580956,1.0481195,0.0
31,BRACS_1325_N_7,0,0.0,0.0,0.101621374,0.0,0.0,0.0,0.0,0.0,0.0,0.19739014,0.30026793,0.0,0.0,0.0,1.8933142,0.0,0.27113762,0.39611793,1.4904495,0.0
32,BRACS_1325_N_8,0,0.14369306,0.0,0.0065907985,0.0,0.22571385,0.0,0.27845144,0.0,0.0,0.11164051,0.22912104,0.0,0.0,0.0,1.2851036,0.23905715,0.004320156,0.12507454,0.9969764,0.18426228
33,BRACS_1485_N_1,0,0.11602462,0.0,0.04603862,0.0,0.1979127,0.0,0.2898353,0.0,0.0,0.11593273,0.2550979,0.0,0.0,0.0,1.2997113,0.20046459,0.27379382,0.08692449,1.0377566,0.16214138
34,BRACS_1485_N_2,0,0.08657654,0.0,0.0,0.0,0.18943614,0.0,0.24372967,0.0,0.0,0.08615886,0.18858176,0.0,0.0,0.0,1.1227915,0.18816365,0.03633481,0.1314512,0.91878194,0.17172144
35,BRACS_1485_N_3,0,0.028478412,0.0,0.0017194487,0.0,0.12271386,0.0,0.21137142,0.0,0.0,0.09622714,0.21070315,0.0,0.0,0.0,1.1992079,0.18470438,0.0,0.15302357,0.9382131,0.1733714
36,BRACS_1485_N_4,0,0.0,0.0,0.03533388,0.0,0.0,0.0,0.012717412,0.0,0.0,0.15328634,0.30008283,0.0,0.0,0.0,1.5461203,0.05836422,0.013046041,0.18005435,1.105048,0.0
37,BRACS_1485_N_5,0,0.0,0.0,0.10409427,0.0,0.02221052,0.0,0.0,0.0,0.0,0.20482902,0.3354047,0.0,0.0,0.0,1.9503618,0.0,0.32462376,0.29654098,1.5734222,0.0
38,BRACS_1485_N_6,0,0.23577575,0.0,0.0,0.0,0.4101671,0.0,0.37447762,0.0,0.0,0.15122844,0.20821416,0.0,0.19690186,0.0,1.4454325,0.33292943,0.0,0.2068547,1.1858386,0.3678467
39,BRACS_1485_N_7,0,0.0,0.0,0.021868944,0.0,0.17141077,0.0,0.0,0.0,0.0,0.21532562,0.2009039,0.0,0.020145379,0.0,1.7233951,0.038609087,0.0,0.36555275,1.4317406,0.003783688
40,BRACS_1494_N_21,0,0.0,0.0,0.024351224,0.0,0.0,0.0,0.0,0.0,0.0,0.13883366,0.17708345,0.0,0.0,0.0,1.342001,0.0,0.0,0.3294468,1.09884,0.0
41,BRACS_1494_N_54,0,0.0,0.0,0.05880803,0.0,0.0,0.0,0.0,0.0,0.0,0.21838161,0.31132072,0.0,0.0,0.0,1.8624378,0.0,0.16289124,0.32559943,1.3973899,0.0
42,BRACS_1508_N_1,0,0.0,0.0,0.2122965,0.0,0.0,0.0,0.0,0.0,0.0,0.28753895,0.44931304,0.0,0.0,0.0,2.5279284,0.0,0.70027506,0.4361775,2.1351337,0.0
43,BRACS_1508_N_2,0,0.0,0.0,0.2010617,0.0,0.0,0.0,0.0,0.0,0.0,0.30482605,0.4929444,0.0,0.0,0.0,2.6443057,0.0,0.77217007,0.39330462,2.149251,0.0
44,BRACS_1508_N_3,0,0.0,0.0,0.18580185,0.0,0.0,0.0,0.0,0.0,0.0,0.26787728,0.45152774,0.0,0.0,0.0,2.366152,0.0,0.76449025,0.31403512,1.9573548,0.0
45,BRACS_1508_N_4,0,0.0,0.0,0.20917746,0.0,0.0,0.0,0.0,0.0,0.0,0.3616962,0.60947686,0.0,0.0,0.0,3.0721645,0.0,1.0483117,0.29344708,2.3701813,0.0
46,BRACS_1510_N_2,0,0.0,0.0,0.061440505,0.0,0.0,0.0,0.0,0.0,0.0,0.22112098,0.32274494,0.0,0.0,0.0,2.3706563,0.0,0.0,0.6137258,2.0224805,0.0
47,BRACS_1510_N_21,0,0.0,0.0,0.021240324,0.0,0.19852453,0.0,0.08984919,0.0,0.0,0.1643608,0.2156347,0.0,0.036475293,0.0,1.5883656,0.11136666,0.0,0.29720697,1.2698021,0.13333154
48,BRACS_1511_N_1,0,0.0,0.0,0.19231887,0.0,0.0,0.0,0.0,0.0,0.0,0.28519776,0.48871985,0.0,0.0,0.0,2.5605977,0.0,0.6420995,0.3602946,2.050982,0.0
49,BRACS_1511_N_2,0,0.0,0.0,0.10526246,0.0,0.0,0.0,0.0,0.0,0.0,0.21273312,0.35566676,0.0,0.0,0.0,2.1058712,0.0,0.21814133,0.38193423,1.716851,0.0
50,BRACS_1511_N_3,0,0.0,0.0,0.11427978,0.0,0.0,0.0,0.0,0.0,0.0,0.20585683,0.29316068,0.0,0.0,0.0,1.9983426,0.0,0.23143451,0.4569635,1.7304002,0.0
51,BRACS_1584_N_1,0,0.0,0.0,0.077975474,0.0,0.0,0.0,0.0,0.0,0.0,0.17117208,0.2534519,0.0,0.0,0.0,1.7180454,0.0,0.12353523,0.34289593,1.5055501,0.0
52,BRACS_1584_N_2,0,0.0,0.0,0.01611365,0.0,0.2596493,0.0,0.1787579,0.0,0.0,0.16834734,0.19940487,0.0,0.08565552,0.0,1.5310034,0.11538485,0.0,0.25288054,1.3231797,0.23646021
53,BRACS_1585_N_1,0,0.6297717,0.0,0.0,0.0,0.62650895,0.0,0.60988367,0.0,0.0,0.13660139,0.16211082,0.0,0.37041813,0.0,1.2145705,0.46291947,0.0,0.09885317,0.9763326,0.6465007
54,BRACS_1585_N_2,0,0.0,0.0,0.0,0.0,0.21932216,0.0,0.15370442,0.0,0.0,0.18347928,0.21098463,0.0,0.091380164,0.0,1.5803564,0.14015792,0.0,0.28872138,1.2686541,0.13332413
55,BRACS_1591_N_1,0,0.0,0.0,0.3623889,0.0,0.0,0.0,0.0,0.0,0.0,0.6433221,1.0665514,0.0,0.0,0.0,5.0140696,0.0,1.5726097,0.5116505,3.5864604,0.0
56,BRACS_1591_N_5,0,0.0,0.0,0.19465062,0.0,0.0,0.0,0.0,0.0,0.0,0.2848288,0.49513415,0.0,0.0,0.0,2.4672916,0.0,0.78962713,0.3194246,1.8477231,0.0
57,BRACS_1591_N_6,0,0.0,0.0,0.3545174,0.0,0.0,0.0,0.0,0.0,0.0,0.5560053,0.8996832,0.0,0.0,0.0,4.3141985,0.0,1.7178376,0.40250483,3.1453657,0.0
58,BRACS_1592_N_2,0,0.0,0.0,0.062048502,0.0,0.04863088,0.0,0.0,0.0,0.0,0.13243304,0.18129125,0.0,0.0,0.0,1.3292434,0.0,0.045648783,0.2638273,1.1721346,0.010666966
59,BRACS_1593_N_1,0,0.0,0.0,0.07965842,0.0,0.0,0.0,0.0,0.0,0.0,0.19294482,0.22494543,0.0,0.0,0.0,1.7493896,0.0,0.0,0.5005765,1.4755148,0.0
60,BRACS_1593_N_2,0,0.0,0.0,0.07009356,0.0,0.0,0.0,0.0,0.0,0.0,0.16956516,0.25309908,0.0,0.0,0.0,1.6934907,0.0,0.06713422,0.37132013,1.3853227,0.0
61,BRACS_1593_N_3,0,0.0,0.0,0.09373197,0.0,0.0,0.0,0.0,0.0,0.0,0.19496708,0.22120999,0.0,0.0,0.0,1.7035352,0.0,0.0,0.4535626,1.4678398,0.0
62,BRACS_1593_N_4,0,0.0,0.0,0.16524473,0.0,0.0,0.0,0.0,0.0,0.0,0.39504543,0.5049409,0.0,0.0,0.0,3.245371,0.0,0.18844347,0.8095088,2.6142895,0.0
63,BRACS_1594_N_5,0,0.0,0.0,0.079400174,0.0,0.0,0.0,0.0,0.0,0.0,0.20819642,0.23895204,0.0,0.0,0.0,1.86914,0.0,0.0,0.5016568,1.5901684,0.0
64,BRACS_1594_N_8,0,0.0,0.0,0.03415191,0.0,0.0,0.0,0.0,0.0,0.0,0.1739959,0.25697982,0.0,0.0,0.0,1.7755766,0.0,0.0,0.4185175,1.4360678,0.0
65,BRACS_1598_N_1,0,0.0,0.0,0.06651345,0.0,0.0,0.0,0.0,0.0,0.0,0.29719663,0.23308429,0.0,0.0,0.0,2.132832,0.0,0.0,0.6057092,1.765224,0.0
66,BRACS_1598_N_2,0,0.5878421,0.0,0.0,0.0,0.6363783,0.0,0.56415135,0.0,0.0,0.13967258,0.16850962,0.0,0.36797848,0.0,1.2254827,0.48782575,0.0,0.08840373,0.9553205,0.5913786
67,BRACS_1598_N_3,0,1.7659284,0.0,0.0,0.0,1.3076361,0.0,1.3829387,0.0,0.0,0.10140702,0.16653164,0.0,0.9047718,0.0,0.9489379,1.0994833,0.0,0.0,0.6848848,1.3852534
68,BRACS_1598_N_4,0,0.38293546,0.0,0.0,0.0,0.3796275,0.0,0.46671847,0.0,0.0,0.10714723,0.1581256,0.0,0.22123325,0.0,0.9824925,0.34916484,0.0,0.08555828,0.7815327,0.41332585
69,BRACS_1598_N_5,0,0.0,0.0,0.109891206,0.0,0.0,0.0,0.0,0.0,0.0,0.1743196,0.27088687,0.0,0.0,0.0,1.751794,0.0,0.28909272,0.3603661,1.5073503,0.0
70,BRACS_1599_N_1,0,0.0,0.0,0.15648745,0.0,0.0,0.0,0.0,0.0,0.0,0.21311347,0.34648052,0.0,0.0,0.0,2.0937088,0.0,0.34637922,0.45643932,1.7849936,0.0
71,BRACS_1599_N_2,0,0.0,0.0,0.04996211,0.0,0.0,0.0,0.0,0.0,0.0,0.16516805,0.22631745,0.0,0.0,0.0,1.6638025,0.0,0.0,0.39593253,1.4071357,0.0
72,BRACS_1601_N_1,0,0.0,0.0,0.06584067,0.0,0.0,0.0,0.0028630504,0.0,0.0,0.18973745,0.3435217,0.0,0.0,0.0,1.8420225,0.03348434,0.15851194,0.23588213,1.4053099,0.0
73,BRACS_1601_N_2,0,0.0,0.0,0.38955915,0.0,0.0,0.0,0.0,0.0,0.0,0.6507105,1.0801499,0.0,0.0,0.0,5.2026734,0.0,2.3422863,0.45021987,3.9742706,0.0
74,BRACS_1608_N_1,0,0.0,0.0,0.104331434,0.0,0.0,0.0,0.0,0.0,0.0,0.15626079,0.24398008,0.0,0.0,0.0,1.6347111,0.0,0.17333388,0.40896913,1.4397436,0.0
75,BRACS_1608_N_2,0,0.0,0.0,0.16030808,0.0,0.0,0.0,0.0,0.0,0.0,0.28556538,0.43648437,0.0,0.0,0.0,2.4693418,0.0,0.22469018,0.49889904,1.8945367,0.0
76,BRACS_1608_N_3,0,0.0,0.0,0.07610523,0.0,0.0,0.0,0.0,0.0,0.0,0.1609696,0.21414936,0.0,0.0,0.0,1.5515525,0.0,0.07386698,0.40801242,1.3108671,0.0
77,BRACS_1608_N_4,0,0.0,0.0,0.065031186,0.0,0.0,0.0,0.0,0.0,0.0,0.13394357,0.18955687,0.0,0.0,0.0,1.382386,0.0,0.01412319,0.36229628,1.2149314,0.0
78,BRACS_1608_N_5,0,0.0077273976,0.0,0.0,0.0,0.1232936,0.0,0.20103438,0.0,0.0,0.120124966,0.15446506,0.0,0.0,0.0,1.1096052,0.14749184,0.0,0.23888612,0.95590425,0.009722024
79,BRACS_1609_N_2,0,0.0,0.0,0.08043573,0.0,0.0,0.0,0.0,0.0,0.0,0.16520648,0.19482388,0.0,0.0,0.0,1.4177788,0.0,0.103757076,0.34172982,1.2548943,0.0
80,BRACS_1620_N_2,0,2.6950078,0.0,0.0,0.0,1.5473189,0.0,2.1879413,0.0,0.00786148,0.099099636,0.24026413,0.0,0.9032197,0.0,0.035536665,1.5217861,0.0,0.0,0.0,1.5231497
81,BRACS_1634_N_1,0,1.1381905,0.0,0.0,0.0,0.9593184,0.0,1.0237403,0.0,0.0,0.13990574,0.19836144,0.0,0.6229843,0.0,1.2123423,0.8077541,0.0,0.027346537,0.8918236,0.92859054
82,BRACS_1634_N_2,0,0.0,0.0,0.18344891,0.0,0.0,0.0,0.0,0.0,0.0,0.30435416,0.5030748,0.0,0.0,0.0,2.8376606,0.0,0.57307595,0.54214245,2.3064072,0.0
83,BRACS_1634_N_3,0,0.0,0.0,0.09184873,0.0,0.0,0.0,0.0,0.0,0.0,0.20338322,0.26365015,0.0,0.0,0.0,1.9262204,0.0,0.0,0.48683548,1.6553435,0.0
84,BRACS_1634_N_4,0,0.0,0.0,0.043647274,0.0,0.0,0.0,0.0,0.0,0.0,0.13388245,0.19827105,0.0,0.0,0.0,1.4223629,0.0,0.0,0.36574578,1.1830578,0.0
85,BRACS_1640_N_2,0,0.0,0.0,0.08183643,0.0,0.0,0.0,0.0,0.0,0.0,0.16173798,0.22143334,0.0,0.0,0.0,1.507664,0.0,0.09433906,0.3434679,1.3470827,0.0
86,BRACS_1640_N_4,0,0.0,0.0,0.0,0.0,0.040305708,0.0,0.0,0.0,0.0,0.15219286,0.15534985,0.0,0.0,0.0,1.3315033,0.019113772,0.0,0.311114,1.0028346,0.0
87,BRACS_1640_N_5,0,0.0,0.0,0.07452742,0.0,0.0,0.0,0.0,0.0,0.0,0.20107038,0.28973585,0.0,0.0,0.0,2.057922,0.0,0.0,0.5288299,1.7995802,0.0
88,BRACS_1640_N_8,0,0.0,0.0,0.03930223,0.0,0.0,0.0,0.0,0.0,0.0,0.1953389,0.21873973,0.0,0.0,0.0,1.7530061,0.0,0.0,0.4403775,1.5283561,0.0
89,BRACS_1640_N_9,0,0.0,0.0,0.04907699,0.0,0.00015839934,0.0,0.0,0.0,0.0,0.2020321,0.23197481,0.0,0.0,0.0,1.8041259,0.0,0.0,0.40891308,1.5347265,0.0
90,BRACS_1641_N_1,0,0.0,0.0,0.0821132,0.0,0.012585111,0.0,0.011573137,0.0,0.0,0.17674714,0.2652774,0.0,0.0,0.0,1.7266657,0.0,0.087736815,0.36535063,1.5002439,0.0
91,BRACS_1641_N_2,0,0.0,0.0,0.13120437,0.0,0.0,0.0,0.0,0.0,0.0,0.16536224,0.269563,0.0,0.0,0.0,1.5495194,0.0,0.4446234,0.29295126,1.3498429,0.0
92,BRACS_1641_N_3,0,0.0,0.0,0.0746135,0.0,0.0,0.0,0.0,0.0,0.0,0.14170465,0.20750102,0.0,0.0,0.0,1.3829669,0.0,0.1481783,0.3126827,1.220047,0.0
93,BRACS_1641_N_4,0,0.32463548,0.0,0.0,0.0,0.46652287,0.0,0.3784255,0.0,0.0,0.17062673,0.17271271,0.0,0.24807897,0.0,1.3823975,0.29779026,0.0,0.1864093,1.1287351,0.43153584
94,BRACS_1645_N_1,0,0.0,0.0,0.4687041,0.0,0.0,0.0,0.0,0.0,0.0,0.8733817,1.4507365,0.0,0.0,0.0,6.457453,0.0,2.444298,0.40874147,4.542982,0.0
95,BRACS_1857_N_2,0,0.0,0.0,0.09220098,0.0,0.0,0.0,0.0,0.0,0.0,0.19117317,0.31689948,0.0,0.0,0.0,1.9198377,0.0,0.12654446,0.3818795,1.5600814,0.0
96,BRACS_1857_N_5,0,0.0,0.0,0.116570845,0.0,0.0,0.0,0.0,0.0,0.0,0.19318587,0.32271564,0.0,0.0,0.0,2.1374857,0.0,0.14568532,0.53527546,1.8582565,0.0
97,BRACS_1857_N_6,0,0.0,0.0,0.06391173,0.0,0.0,0.0,0.0,0.0,0.0,0.16188672,0.20325671,0.0,0.0,0.0,1.5157547,0.0,0.0,0.3712007,1.3120862,0.0
98,BRACS_1858_N_1,0,0.0,0.0,0.084756374,0.0,0.0,0.0,0.0,0.0,0.0,0.15213148,0.22028905,0.0,0.0,0.0,1.5333843,0.0,0.10221358,0.37211394,1.3607153,0.0
99,BRACS_1862_N_12,0,0.0,0.0,0.44359237,0.0,0.0,0.0,0.0,0.0,0.0,0.60750264,1.0702673,0.0,0.0,0.0,4.776654,0.0,2.5143452,0.16554381,3.5755455,0.0
100,BRACS_1862_N_4,0,0.0,0.0,0.36425698,0.0,0.0,0.0,0.0,0.0,0.0,0.49308,0.84604865,0.0,0.0,0.0,4.5035915,0.0,1.1067975,0.82340026,3.5644956,0.0
101,BRACS_1864_N_19,0,0.28272948,0.0,0.017462905,0.0,0.40082642,0.0,0.4068864,0.0,0.0,0.11833459,0.1888261,0.0,0.16544941,0.0,1.1789842,0.31339914,0.024274986,0.14895019,1.0142004,0.32141548
102,BRACS_1864_N_4,0,0.0,0.0,0.18979922,0.0,0.0,0.0,0.0,0.0,0.0,0.22937664,0.36667347,0.0,0.0,0.0,2.0174854,0.0,0.71961427,0.36031598,1.7715172,0.0
103,BRACS_1865_N_2,0,0.0,0.0,0.11091334,0.0,0.0,0.0,0.0,0.0,0.0,0.15591691,0.23987885,0.0,0.0,0.0,1.5158261,0.0,0.33979613,0.34181988,1.3733493,0.0
104,BRACS_1865_N_6,0,0.0,0.0,0.24202482,0.0,0.0,0.0,0.0,0.0,0.0,0.2617833,0.4350047,0.0,0.0,0.0,2.1902192,0.0,1.0401466,0.30920124,1.8956103,0.0
105,BRACS_1871_N_6,0,0.0,0.0,0.07204088,0.0,0.0,0.0,0.0,0.0,0.0,0.1219673,0.2130437,0.0,0.0,0.0,1.3244963,0.0,0.24882402,0.2620902,1.173609,0.0
106,BRACS_1873_N_3,0,0.0,0.0,0.15172456,0.0,0.0,0.0,0.0,0.0,0.0,0.235947,0.38991693,0.0,0.0,0.0,2.4181778,0.0,0.31403464,0.52613026,2.0411644,0.0
107,BRACS_1876_N_3,0,0.0,0.0,0.07638867,0.0,0.0,0.0,0.0,0.0,0.0,0.14176776,0.21308503,0.0,0.0,0.0,1.4472669,0.0,0.13850974,0.35256574,1.2936662,0.0
108,BRACS_1876_N_6,0,0.0,0.0,0.11195885,0.0,0.0,0.0,0.0,0.0,0.0,0.16212355,0.25959188,0.0,0.0,0.0,1.5516572,0.0,0.3307814,0.3028156,1.3448538,0.0
109,BRACS_1880_N_1,0,0.0,0.0,0.070680216,0.0,0.0,0.0,0.0,0.0,0.0,0.20885508,0.2729559,0.0,0.0,0.0,1.9024705,0.0,0.0,0.43780383,1.5948213,0.0
110,BRACS_1880_N_2,0,0.0,0.0,0.073760584,0.0,0.0,0.0,0.0,0.0,0.0,0.14258838,0.20954143,0.0,0.0,0.0,1.4943317,0.0,0.065524645,0.3708753,1.3110126,0.0
111,BRACS_1885_N_1,0,0.0,0.0,0.124090105,0.0,0.0,0.0,0.0,0.0,0.0,0.18392503,0.30159953,0.0,0.0,0.0,1.8179649,0.0,0.2834531,0.39377952,1.5233045,0.0
112,BRACS_1886_N_2,0,0.9048377,0.0,0.0,0.0,0.74610305,0.0,0.8763219,0.0,0.0,0.10287601,0.19561104,0.0,0.41749394,0.0,1.0916764,0.6602311,0.0,0.0,0.70636576,0.79129326
113,BRACS_1886_N_3,0,0.91268975,0.0,0.0,0.0,0.80910206,0.0,0.8956633,0.0,0.0,0.11011815,0.23956409,0.0,0.4533376,0.0,1.2226231,0.6484331,0.06507558,0.0,0.8398276,0.8556231
114,BRACS_1886_N_4,0,0.0,0.0,0.07885003,0.0,0.0,0.0,0.0,0.0,0.0,0.17037986,0.26051527,0.0,0.0,0.0,1.6019791,0.0,0.23888037,0.32165,1.3039014,0.0
115,BRACS_1886_N_5,0,0.0,0.0,0.06388592,0.0,0.0,0.0,0.0,0.0,0.0,0.15954854,0.24390906,0.0,0.0,0.0,1.6160443,0.0,0.10470423,0.35886535,1.3065631,0.0
116,BRACS_1886_N_6,0,0.0,0.0,0.23762782,0.0,0.0,0.0,0.0,0.0,0.0,0.32686195,0.54921746,0.0,0.0,0.0,2.8521118,0.0,0.9951693,0.35946926,2.2335346,0.0
117,BRACS_1886_N_7,0,0.0,0.0,0.17710784,0.0,0.0,0.0,0.0,0.0,0.0,0.2476877,0.4454858,0.0,0.0,0.0,2.2365336,0.0,0.80693805,0.28089267,1.7414395,0.0
118,BRACS_1896_N_2,0,0.0,0.0,0.03389521,0.0,0.15386388,0.0,0.0,0.0,0.0,0.19366355,0.17766906,0.0,0.0,0.0,1.5290033,0.038917437,0.0,0.3538245,1.2741702,0.005673781
119,BRACS_1904_N_1,0,0.12544999,0.0,0.01743409,0.0,0.28930607,0.0,0.32917792,0.0,0.0,0.13711932,0.21236545,0.0,0.051990867,0.0,1.3639408,0.22774367,0.0,0.2074843,1.1735861,0.24718419
120,BRACS_1904_N_2,0,0.15750256,0.0,0.041630074,0.0,0.30937237,0.0,0.35105687,0.0,0.0,0.13010009,0.24399492,0.0,0.036711507,0.0,1.3691502,0.24176975,0.22679117,0.15254234,1.1866257,0.25610477
121,BRACS_1904_N_3,0,0.0,0.0,0.12825963,0.0,0.08300097,0.0,0.0378071,0.0,0.0,0.20789702,0.35581598,0.0,0.0,0.0,1.9730406,0.0,0.5582433,0.24918339,1.6470292,0.0
122,BRACS_1904_N_4,0,0.0,0.0,0.07141735,0.0,0.059483286,0.0,0.043742683,0.0,0.0,0.1546696,0.2303899,0.0,0.0,0.0,1.484734,0.008625418,0.14164245,0.2955316,1.3279144,0.0
