,image_name,image_label,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63
10,BRACS_1509_FEA_17,1,0.008411185,0.01673967,0.18167754,0.057097662,0.30127713,0.13924506,0.010856659,0.18431951,0.39152572,0.19285001,0.016055388,0.094395846,0.4082235,0.25651807,0.09434262,0.2465309,0.17591642,0.073945984,0.24271798,0.25692302,0.0978293,0.059986357,0.18239063,0.1888319,0.24750428,0.19051203,0.1385505,0.16914691,0.041709118,0.33450714,0.15658477,0.3107123,0.6725771,0.2618735,0.47358456,0.43127978,0.2557212,0.2538552,0.16514182,0.028999535,0.19482626,0.4003978,0.13554496,0.20515698,0.19034415,0.07313471,0.028469948,0.10743919,0.30717263,0.22538534,0.15786925,0.2356409,0.219409,0.09113509,0.053970143,0.40043375,0.24477997,0.036393676,0.1841433,0.06356454,0.09804776,0.3335061,0.20213118,0.08973961
11,BRACS_1509_FEA_21,1,0.010074097,0.042852733,0.09802213,0.12218402,0.09547851,0.1558065,0.009314407,0.27610418,0.14641114,0.15892461,0.07901809,0.17611821,0.18309854,0.31112623,0.18094297,0.07091323,0.07235245,0.12325175,0.06877684,0.09233459,0.10414102,0.08148259,0.04776447,0.27584457,0.44991118,0.30590945,0.0560248,0.07773504,0.12799874,0.4281813,0.22271149,0.34474143,0.39663434,0.17181823,0.15515704,0.26573914,0.38456345,0.31137493,0.051801756,0.023003362,0.06858493,0.22129063,0.1770204,0.089399785,0.390798,0.092615254,0.021012656,0.17091757,0.16776519,0.07429643,0.048904695,0.071129605,0.09265231,0.062466484,0.03407501,0.21132766,0.17446247,0.045101058,0.084962465,0.053400297,0.13059328,0.4103831,0.34694138,0.12258181
12,BRACS_1510_FEA_1,1,0.052349947,-0.0041876053,0.6161406,-0.0025688205,0.47649398,0.059573945,0.04117789,0.019540673,0.9073814,0.37562868,0.0053459993,0.14920256,1.0604442,0.08344912,0.049893674,0.5989602,0.49590266,0.009196381,0.88428706,0.67194724,0.06324209,0.007915834,0.3619083,0.05934655,0.027768612,0.11475696,0.34803262,0.3694208,0.08344985,0.089054465,0.10499598,0.21005385,1.1479399,0.4691361,1.1819743,0.6095015,0.039148446,0.06516339,0.42717847,0.08493606,0.66067016,0.76311386,0.04562659,0.80653,0.06213728,0.05303219,0.17101827,0.013762143,0.3960358,0.5964816,0.620218,0.4944809,0.7777164,0.31475082,0.13918893,0.7597164,0.53839815,0.08683845,0.60279375,0.07555252,0.026354969,0.07955278,0.05155324,0.0365939
13,BRACS_1510_FEA_10,1,0.037259478,0.015017643,0.4773713,0.064932235,0.31521696,0.0911936,0.066168904,0.10461601,0.624594,0.28547433,0.042896695,0.17712173,0.70380604,0.15571333,0.11469507,0.35990208,0.32618862,0.065654464,0.59159386,0.47951543,0.09217089,0.08807123,0.1921424,0.16396692,0.17848423,0.20147528,0.28871518,0.26120865,0.0987031,0.19460942,0.11288246,0.30126223,0.7683404,0.2995725,0.7199836,0.45909065,0.15870108,0.18519332,0.32206827,0.1036556,0.36699814,0.48239553,0.11706565,0.5709314,0.18623327,0.11189925,0.11562272,0.06862897,0.23398545,0.34365392,0.43554333,0.27605677,0.51619184,0.29023242,0.13808131,0.46394953,0.45855427,0.12430714,0.38723436,0.11102447,0.04847514,0.17901842,0.1779679,0.08247719
14,BRACS_1510_FEA_11,1,0.12673846,-0.0027425168,1.165243,-0.013887958,0.4060346,0.001187664,0.20235191,-0.00022725227,0.5396904,0.72384465,0.07974559,0.3939927,0.77186066,0.0031105923,0.33953583,0.39191467,0.44699126,0.090065844,0.58295554,0.7020239,0.05660588,0.04119636,0.25610328,0.037856642,0.18786292,0.33337495,0.51688194,0.38710308,0.30374214,0.079248294,0.011108283,0.33219597,0.49122146,0.28789088,0.53247344,0.3566199,0.021904778,0.020363586,0.56633705,0.34118104,0.3390897,0.42920473,0.111669734,0.90047646,0.30775955,0.12484204,0.3979374,-0.010688346,0.110809,0.3727134,0.8458954,0.1345623,0.685964,0.9646622,0.30090106,0.4056504,1.0280719,0.35525778,0.50939775,0.3949004,0.0009870204,-0.0052086264,0.13618849,-0.0016095992
15,BRACS_1510_FEA_15,1,0.03191527,0.010537231,0.4177282,0.029197242,0.30138975,0.118010655,0.015493038,0.059383392,0.62225705,0.3080298,0.03142213,0.1436353,0.74794793,0.18762252,0.054662053,0.35285383,0.33951676,0.027438711,0.57102203,0.45723805,0.09195608,0.039873254,0.2348866,0.12343881,0.12984146,0.15095785,0.20461625,0.28142816,0.07938641,0.21019742,0.15815277,0.20998178,0.8485877,0.38436076,0.7830369,0.43559211,0.08473658,0.15035255,0.2843217,0.05938997,0.4388229,0.57442,0.10961451,0.5443195,0.113631554,0.08650641,0.08640356,0.06137891,0.30003792,0.40933672,0.38304415,0.34277245,0.536668,0.20615414,0.080780625,0.5653846,0.43003818,0.08108038,0.43646398,0.09197192,0.060979173,0.17350027,0.12717417,0.07458792
16,BRACS_1510_FEA_16,1,0.11586646,-0.0023204666,0.9474577,-0.010061279,0.3294251,0.01720443,0.10879411,0.017429363,0.5757514,0.49457258,0.1345076,0.30841744,0.85742986,0.107062206,0.25140843,0.43351895,0.44274482,0.07696494,0.65911096,0.61282223,0.13128226,0.12163093,0.29489404,0.070393816,0.21236679,0.28676075,0.4200616,0.3283938,0.3067239,0.14684898,0.04543286,0.2826756,0.57433933,0.28595623,0.6811129,0.38037753,0.042665526,0.036372222,0.3794976,0.28176522,0.4537944,0.5060826,0.15971677,0.7725984,0.24574538,0.12981495,0.31822592,-0.0017687294,0.16494472,0.44405478,0.6272253,0.25271568,0.7185039,0.70037305,0.2609753,0.4996477,0.74847996,0.25981715,0.62463504,0.3311098,0.030651938,-0.0031885498,0.22887364,0.00975108
17,BRACS_1510_FEA_18,1,0.0398257,0.0010409091,0.4803325,0.0057649375,0.28571936,0.07158963,0.10742425,0.03245474,0.5162137,0.4064616,0.04515372,0.25335833,0.7482078,0.15393703,0.17261273,0.30344507,0.27953434,0.04443777,0.44793296,0.43930292,0.09313139,0.059974704,0.20343219,0.12992004,0.12880506,0.20890044,0.27633864,0.21645157,0.12921585,0.16341549,0.07075841,0.3377134,0.57195485,0.25035915,0.58499557,0.4660617,0.06608897,0.11140678,0.362632,0.14961974,0.28520533,0.39422932,0.10553647,0.6376943,0.19086753,0.10933424,0.15955801,0.029895587,0.20250773,0.29267114,0.47105277,0.20685506,0.53831345,0.36337087,0.12834369,0.37506446,0.57624334,0.13736229,0.39777896,0.15354086,0.050489474,0.10384945,0.09063253,0.04465796
18,BRACS_1510_FEA_19,1,0.060038347,0.014220422,0.44615373,-0.007078604,0.11913579,0.08541105,0.05234528,0.036750693,0.31058913,0.37035936,0.13342354,0.29335564,0.5681119,0.20015402,0.18449572,0.122725524,0.21635617,0.059882484,0.2439348,0.24793704,0.14341722,0.080833435,0.087855496,0.14081794,0.28367013,0.30718988,0.1960833,0.30183655,0.22892179,0.24081041,0.14045392,0.26175195,0.30706456,0.18342695,0.3548348,0.16647665,0.0071824556,0.12228484,0.2772525,0.14043257,0.15961356,0.3444769,0.21666272,0.43057036,0.2704141,0.14421575,0.14130451,0.037189513,0.112308435,0.18271007,0.276059,0.063241474,0.37149447,0.30535087,0.10731032,0.301933,0.43154982,0.19931374,0.27296624,0.16576321,0.10198004,0.11409222,0.16785212,0.05602047
19,BRACS_1510_FEA_20,1,0.035798065,0.0022937162,0.52994263,0.00763691,0.391525,0.108139366,0.037714355,0.037876125,0.791722,0.34232074,0.0289802,0.20314747,0.88889945,0.20552222,0.11433414,0.53960717,0.4385804,0.04510302,0.7681233,0.5917622,0.08725751,0.040105674,0.32588765,0.12635717,0.16868353,0.20050524,0.3210257,0.317785,0.1311941,0.2203913,0.13703927,0.27620506,0.97362417,0.40557712,1.0039042,0.56456953,0.07840906,0.13373658,0.3783329,0.058744635,0.53489786,0.6568194,0.10411386,0.7075046,0.17654608,0.0741207,0.14694907,0.06307426,0.34002292,0.50878817,0.5226292,0.39817205,0.6755825,0.26244396,0.12588887,0.64199156,0.46955016,0.08669741,0.5268974,0.047427025,0.07652838,0.18754336,0.14526998,0.05371678
20,BRACS_1510_FEA_22,1,0.014124772,0.013264678,0.19064462,0.019986844,0.2677063,0.12339332,0.00820217,0.13377027,0.45721018,0.20745504,0.028658528,0.11503687,0.54067856,0.23189573,0.09233099,0.28999475,0.200445,0.05468274,0.3236725,0.27017093,0.09668559,0.05510041,0.21744542,0.1407801,0.21263349,0.16370809,0.120672554,0.16258998,0.058689933,0.30829114,0.15447955,0.29271564,0.7426595,0.28580198,0.5666404,0.42528594,0.1538236,0.20279412,0.18378071,0.03247123,0.25265485,0.4587635,0.14167143,0.27272305,0.17052782,0.06841289,0.046529144,0.08159977,0.326428,0.28838676,0.19577709,0.25936818,0.2909883,0.096850514,0.045286853,0.47445795,0.25303096,0.050010215,0.2735447,0.07028772,0.08531611,0.24414012,0.16155426,0.074127756
21,BRACS_1510_FEA_23,1,0.070799164,-0.0036771805,0.51792586,-0.008116028,0.100025184,0.08902988,0.110283464,-0.0030854566,0.30267352,0.38715586,0.059888545,0.30569446,0.55548036,0.18381032,0.16056848,0.10090652,0.19441074,0.047459923,0.27068925,0.30281946,0.12899247,0.074435204,0.048797525,0.1263495,0.15333377,0.23559397,0.21632901,0.21633412,0.15938394,0.18931545,0.06640277,0.30822375,0.36773098,0.23229116,0.23738903,0.3221084,0.0005046591,0.11931692,0.21570738,0.17677842,0.1487148,0.30572435,0.19586132,0.4775986,0.18693008,0.1307777,0.1736123,0.027487593,0.084225826,0.18913838,0.3476959,0.061461426,0.37737593,0.41322616,0.15867877,0.26933596,0.58873516,0.2149485,0.3105995,0.23537205,0.066357456,0.1200912,0.111087725,0.04073948
22,BRACS_1510_FEA_4,1,0.09315749,0.0045085293,0.996049,0.0062310495,0.47456363,0.061759982,0.06309425,0.023222195,0.9879783,0.46902147,0.042414516,0.19576937,1.0631267,0.090309896,0.13217972,0.74630266,0.7026065,0.05944893,1.1174334,0.9571163,0.07541386,0.024375906,0.40571997,0.098111905,0.13002123,0.17308412,0.54597205,0.516056,0.21440391,0.15326904,0.044241995,0.20637299,1.0526806,0.44913948,1.2752544,0.517039,0.07542131,0.07520666,0.5303758,0.11686855,0.76540357,0.73187953,0.06818532,1.0042362,0.14802745,0.08201705,0.31154937,0.009929379,0.29445016,0.6482257,0.8081785,0.45117077,0.93927306,0.5817221,0.27933994,0.7305158,0.7387238,0.20478193,0.6995825,0.19316065,0.030673752,0.05780096,0.15920633,0.019183971
23,BRACS_1510_FEA_6,1,0.0057625314,0.0016053143,0.22448903,0.0024352053,0.19682848,0.13586605,0.023961976,0.037732087,0.42229035,0.24597858,0.023282535,0.1618497,0.5727571,0.23185019,0.07635448,0.20241658,0.20310904,0.028906053,0.35538793,0.25399747,0.10134471,0.039621953,0.13776834,0.12092205,0.1519878,0.16691853,0.10037345,0.16471879,0.067887016,0.25410178,0.16758864,0.24863273,0.6809328,0.31376654,0.4997047,0.40277725,0.04487026,0.17500156,0.1956365,0.057179898,0.27535576,0.43934727,0.12220151,0.3736634,0.14867342,0.07521252,0.043136895,0.061207283,0.2580166,0.28830776,0.25346464,0.21566239,0.3702246,0.10450675,0.03184116,0.41253838,0.31276268,0.04012924,0.29297772,0.050855312,0.08377216,0.21817549,0.11203171,0.065729655
24,BRACS_1510_FEA_7,1,0.012738135,0.006327022,0.18964787,0.012362206,0.18034932,0.15587924,0.014433126,0.091488756,0.30225122,0.19982786,0.031385675,0.18547061,0.40253443,0.28527552,0.1298067,0.17794964,0.15046962,0.056091834,0.22050571,0.21913342,0.112740435,0.055768784,0.11945093,0.16771671,0.26028505,0.23348759,0.11300068,0.12555279,0.08963577,0.34939334,0.15746662,0.30703387,0.52494895,0.22696097,0.36485243,0.3432111,0.11261414,0.20747624,0.1390697,0.03950878,0.16106957,0.3235545,0.16199756,0.23293182,0.24567333,0.09068939,0.042737536,0.090927586,0.21212022,0.17501725,0.14825918,0.16266976,0.22445117,0.109428234,0.05745755,0.30173585,0.2568238,0.05376787,0.16609073,0.06723136,0.11076866,0.2783877,0.18790503,0.07955566
25,BRACS_1510_FEA_8,1,0.25513965,-0.012267766,3.0670664,-0.02050582,1.3313221,-0.023805615,0.33049774,-0.008944261,2.4644084,1.454051,0.14771992,0.26854742,2.698514,-0.025488054,0.35562614,2.1302752,1.6006677,0.104661964,3.1101766,2.6444576,-0.00850823,-0.018611412,1.2504431,-0.019761365,-0.025561709,-0.018507298,1.6093533,1.0218465,0.5985854,-0.018447848,-0.022912059,0.16723448,2.0286908,0.8714554,2.635383,0.91124284,0.06998485,-0.034732234,1.880621,0.24449876,1.6989841,1.5138352,-0.018598482,3.1268158,0.10635348,0.06930035,1.1971323,-0.032822274,0.3768163,1.4077718,2.758697,0.6937447,2.7621837,2.6135535,0.8191141,1.4704106,2.2061646,0.74921864,1.9616463,0.53554785,-0.015826534,-0.048043024,0.07626669,-0.034671128
26,BRACS_1510_FEA_9,1,0.04595593,0.045119215,0.24215409,0.028281843,0.077695265,0.11594358,0.044388447,0.17076309,0.11721454,0.15892717,0.1747701,0.25687224,0.22934207,0.26628113,0.25186488,0.059990432,0.108084835,0.1173992,0.06440706,0.12948915,0.13765197,0.12495636,0.050522573,0.16703993,0.45431894,0.38321692,0.11540956,0.14102986,0.27435628,0.37329897,0.20509274,0.35710084,0.21174686,0.07588657,0.12028597,0.17507465,0.12987621,0.15479924,0.09134773,0.13442574,0.047300264,0.13674691,0.20807022,0.09754337,0.38470852,0.13605306,0.08466126,0.08737084,0.08821465,0.05817273,0.08703887,0.039702807,0.09881223,0.19192833,0.07844061,0.13422388,0.22523691,0.14400984,0.0969416,0.13574497,0.10169887,0.16177025,0.35056725,0.08237944
27,BRACS_1771_FEA_1,1,0.2024039,0.057203252,2.612154,-0.027976034,1.2848653,-0.0210136,0.46845642,0.01434807,1.9308728,1.5790772,0.1404875,0.43107393,2.380436,-0.021460928,0.43904492,1.4081434,0.93253016,0.08965077,2.5103855,1.8118335,0.008098627,0.05656387,0.7501165,-0.018249916,-0.019697888,0.037426848,1.1751451,0.8891966,0.56894046,-0.016850716,-0.02148282,0.39169368,1.3267273,0.67942494,1.7371634,0.8768735,0.05853547,-0.03704563,1.7668859,0.5660295,1.1736898,1.2134453,0.053101048,2.8801057,0.07313321,0.21840973,1.1303314,-0.028809048,0.2520464,1.0026735,2.7804434,0.2601684,2.5120482,2.4911182,0.6257822,0.86282855,2.3195639,0.79873997,1.7244736,0.5400507,-0.014734716,-0.049965933,0.008628496,-0.030896494
28,BRACS_1771_FEA_10,1,0.12511522,0.016833639,1.0868545,0.0018263338,0.3796022,0.04101063,0.17679277,0.020867776,0.7751241,0.72746426,0.11357073,0.34178495,1.1100222,0.11838121,0.20961335,0.5289338,0.5323412,0.062451147,0.9524664,0.75582653,0.09430588,0.09787349,0.25832203,0.09640742,0.14918672,0.21655469,0.5169047,0.42676067,0.30011865,0.12003718,0.059217375,0.2730454,0.65670437,0.32141238,0.82177514,0.39524987,0.03425109,0.06928741,0.6128787,0.21056311,0.5611138,0.5733009,0.12181407,1.2675229,0.1782466,0.17961429,0.43843913,0.018451141,0.15741454,0.41786513,0.97163296,0.20771757,1.1131173,0.8988007,0.30099973,0.42804486,1.0886331,0.39299423,0.76544565,0.28465143,0.034317266,0.035494242,0.13458255,0.033413153
29,BRACS_1771_FEA_100,1,0.4690357,0.0047210157,7.8976808,0.07164111,3.587361,-0.05426697,1.0651568,0.0073190257,5.835773,3.6547823,0.259579,0.3839866,6.1563563,-0.06740817,0.92921144,5.457664,3.3752766,0.2466921,8.000247,6.3560295,-0.020838983,-0.035536494,3.2603168,-0.046788704,-0.063597865,-0.043324176,3.9029915,1.8555542,1.4807364,-0.048340555,-0.06456832,0.3195771,4.497497,1.6685476,6.3898315,1.8461933,0.41821888,-0.087139,4.9778695,1.0015577,3.770211,3.5230885,-0.044539716,7.6412787,0.3087124,0.0724952,3.161545,-0.075866476,0.68147343,3.4648492,7.4501576,1.4084941,6.908241,7.022184,2.2547863,3.058796,5.249595,1.9788967,4.8266416,1.264767,-0.0369087,-0.12351262,0.063618354,-0.0787259
30,BRACS_1771_FEA_101,1,0.09768056,0.02419442,1.0674169,-0.0023597174,0.68902034,-0.005662545,0.18110442,0.029480243,0.8825466,0.65475994,0.06689554,0.20750518,1.1051295,0.027450891,0.24466752,0.7183081,0.46148422,0.08605765,0.9084287,0.7756767,0.05937353,0.06372696,0.4419098,0.058644783,0.0403567,0.17234829,0.5722595,0.45520818,0.25311163,0.020314418,0.0123009505,0.40494668,0.8748833,0.4280612,0.9621303,0.63012785,0.05673403,0.036301196,0.70026547,0.27479836,0.5919295,0.63464874,0.09560633,1.0770323,0.16327068,0.15344691,0.3728359,-0.007022727,0.31321546,0.5919786,1.123771,0.33458775,0.9418644,0.86983716,0.25984243,0.55305505,0.9993946,0.325201,0.6434611,0.26457426,-0.004416485,0.0036958775,0.030801274,-0.001000153
31,BRACS_1771_FEA_11,1,0.08951092,0.008088067,1.0644476,-0.014155733,0.5984245,0.04532356,0.12722225,-0.0036227668,1.122578,0.64584017,0.058460396,0.18272547,1.2330866,0.104593284,0.15400563,0.76244605,0.58308953,0.037819345,1.1549982,0.9373645,0.090723336,0.061292,0.43970913,0.08166152,0.06056146,0.12562113,0.59265333,0.48801,0.17184065,0.090393856,0.03362575,0.28968993,1.0446706,0.49294886,1.2187772,0.6253507,-0.0019203498,0.078700535,0.7152267,0.15186597,0.68049324,0.7817792,0.10139484,1.2206597,0.1038256,0.14286183,0.32704005,0.009493875,0.32751027,0.61288804,1.0210116,0.4015252,1.1390761,0.7835482,0.24991094,0.68829924,1.0100317,0.30257154,0.7876522,0.19367717,0.031921834,0.061764278,0.050278455,0.015450968
32,BRACS_1771_FEA_12,1,0.033244494,0.00735974,0.43470773,0.11175501,0.22889255,0.1492813,0.053562995,0.19007471,0.5267277,0.25215617,0.14446911,0.20746222,0.6094218,0.2776507,0.18563125,0.36921927,0.28078666,0.08776698,0.51892924,0.44061333,0.17967662,0.1831593,0.22137128,0.18988137,0.33439487,0.3229011,0.23778944,0.21887903,0.19329673,0.33383206,0.1970388,0.3010458,0.62770003,0.25276297,0.6682082,0.35300255,0.2270238,0.22144009,0.22706982,0.15929802,0.34284866,0.39966977,0.16792005,0.4947101,0.27694544,0.18780145,0.13779438,0.11890459,0.19136359,0.32306385,0.3193774,0.26654154,0.4600216,0.31069806,0.13476454,0.42978242,0.40073293,0.09320715,0.35052758,0.16338286,0.12981541,0.2497819,0.3519463,0.17105006
