,image_name,image_label,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9
43,BRACS_1508_N_2,0,3.197832,2.3172655,0.0,1.939051,0.0,2.9452724,0.0,0.0,0.0,1.4249401
44,BRACS_1508_N_3,0,2.3420033,1.7681756,0.0,1.4260798,0.0,2.165161,0.10868548,0.0,0.15521102,1.0492694
45,BRACS_1508_N_4,0,3.9604754,2.8468704,0.0,2.3651676,0.0,3.5540483,0.0,0.0,0.0,1.7435855
46,BRACS_1510_N_2,0,2.4013722,1.6191092,0.0,1.5029562,0.0,2.4499564,0.0,0.0,0.0,1.1348724
47,BRACS_1510_N_21,0,2.0618923,1.4621994,0.0,1.2881714,0.0,2.0688298,0.031088278,0.0,0.07870789,0.9726363
48,BRACS_1511_N_1,0,4.203314,2.9411945,0.0,2.474519,0.0,3.8615646,0.0,0.0,0.0,1.8534608
49,BRACS_1511_N_2,0,3.3811138,2.3108315,0.0,1.9758775,0.0,3.2654989,0.0,0.0,0.0,1.5294174
50,BRACS_1511_N_3,0,3.3842647,2.2738867,0.0,2.0630462,0.0,3.2146778,0.0,0.0,0.0,1.5225172
51,BRACS_1584_N_1,0,1.8923153,1.3278788,0.0,1.2127817,0.0,1.9274086,0.033155143,0.0,0.0,0.8961331
52,BRACS_1584_N_2,0,1.1978165,0.88844556,0.0,0.79914826,0.0,1.3155156,0.4913789,0.12214646,0.36479518,0.59722173
53,BRACS_1585_N_1,0,1.3888164,1.025625,0.0,0.8849235,0.0,1.5342302,0.22034268,0.0,0.15646529,0.69269156
54,BRACS_1585_N_2,0,1.8661032,1.3570881,0.0,1.1671646,0.0,1.9333165,0.0,0.0,0.0,0.8966191
55,BRACS_1591_N_1,0,9.339621,6.289748,0.0,5.3744345,0.0,8.073753,0.0,0.0,0.0,3.93969
56,BRACS_1591_N_5,0,2.5079496,1.9012392,0.0,1.5032797,0.0,2.3274322,0.0,0.0,0.0,1.1282037
57,BRACS_1591_N_6,0,5.061192,3.5792246,0.0,3.0271509,0.0,4.3964167,0.0,0.0,0.0,2.175698
58,BRACS_1592_N_2,0,0.72921026,0.6635691,0.0,0.51237255,0.0,0.85433364,0.36502075,0.070985466,0.16536546,0.38879764
59,BRACS_1593_N_1,0,0.9266005,0.79663706,0.0,0.54794466,0.0,1.0682876,0.120441705,0.0,0.105722144,0.4708692
60,BRACS_1593_N_2,0,1.0064591,0.81795734,0.0,0.5975307,0.0,1.110336,0.22049654,0.0,0.22828442,0.49606368
61,BRACS_1593_N_3,0,1.988651,1.4901801,0.0,1.1942785,0.0,2.0157373,0.0,0.0,0.0,0.9413018
62,BRACS_1593_N_4,0,3.357251,2.2626295,0.0,2.059549,0.0,3.1850972,0.0,0.0,0.0,1.5047086
63,BRACS_1594_N_5,0,1.3635097,1.0350324,0.0,0.8349869,0.0,1.4620068,0.14053676,0.0,0.10982722,0.6656804
64,BRACS_1594_N_8,0,1.3830942,1.0542983,0.0,0.8348261,0.0,1.5641584,0.0,0.0,0.0,0.6857053
65,BRACS_1598_N_1,0,2.9875693,2.0170994,0.0,1.824426,0.0,3.0498917,0.0,0.0,0.0,1.4162055
66,BRACS_1598_N_2,0,1.7588636,1.297955,0.0,1.1019877,0.0,1.9400489,0.0,0.0,0.0,0.87938243
67,BRACS_1598_N_3,0,1.424638,1.0410093,0.0,0.9170535,0.0,1.5738487,0.6219712,0.4326891,0.58854795,0.7124863
68,BRACS_1598_N_4,0,2.018874,1.4561577,0.0,1.2191367,0.0,2.0682487,0.0,0.0,0.0,0.95511067
69,BRACS_1598_N_5,0,3.149323,2.2302713,0.0,1.866341,0.0,2.9714522,0.0,0.0,0.0,1.4207201
70,BRACS_1599_N_1,0,2.8055596,1.9906198,0.0,1.6610599,0.0,2.7240782,0.0,0.0,0.0,1.2857616
71,BRACS_1599_N_2,0,2.4986799,1.6934364,0.0,1.5162246,0.0,2.540096,0.0,0.0,0.0,1.1680037
72,BRACS_1601_N_1,0,1.7542188,1.3494272,0.0,1.0451556,0.0,1.7863764,0.04504261,0.0,0.1165442,0.8187105
73,BRACS_1601_N_2,0,2.5452254,1.6987896,0.0,1.6187462,0.0,2.281873,0.16570027,0.0,0.018770892,1.1129575
74,BRACS_1608_N_1,0,1.3074794,1.0879046,0.0,0.76355886,0.0,1.3522722,0.0,0.0,0.11072038,0.62354606
75,BRACS_1608_N_2,0,2.6836908,1.9982555,0.0,1.556112,0.0,2.6166093,0.0,0.0,0.0,1.2206134
76,BRACS_1608_N_3,0,1.2990143,1.0663581,0.0,0.76444316,0.0,1.3552319,0.027076304,0.0,0.09149997,0.6253446
77,BRACS_1608_N_4,0,0.8748216,0.759292,0.0,0.50165457,0.0,0.99061334,0.12724625,0.0,0.16233942,0.43777582
78,BRACS_1608_N_5,0,0.19650456,0.20109704,0.0,0.046159998,0.0,0.22782567,1.2604952,1.0312515,1.3135306,0.115437746
79,BRACS_1609_N_2,0,0.86527574,0.7534852,0.0,0.5812198,0.0,0.9470769,0.36007613,0.0,0.20967144,0.43626252
80,BRACS_1620_N_2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5946867,2.2965398,2.9783072,0.0
81,BRACS_1634_N_1,0,0.8358715,0.5971288,0.0,0.53877926,0.0,0.8635395,1.1652713,0.89995253,1.0730221,0.4035367
82,BRACS_1634_N_2,0,3.907861,2.6648216,0.0,2.306149,0.0,3.6154706,0.0,0.0,0.0,1.7281516
83,BRACS_1634_N_3,0,2.6456456,1.8377848,0.0,1.5863042,0.0,2.598294,0.0,0.0,0.0,1.2160757
84,BRACS_1634_N_4,0,1.0191535,0.8779887,0.006441444,0.58316576,0.0,1.175806,0.0,0.0,0.0,0.5214319
85,BRACS_1640_N_2,0,1.9571528,1.4903789,0.0,1.1639643,0.0,1.9488548,0.0,0.0,0.0,0.9152879
86,BRACS_1640_N_4,0,0.9557361,0.80406934,0.0,0.62120587,0.0,1.1341515,0.19610831,0.0,0.07485703,0.5044406
87,BRACS_1640_N_5,0,2.9756856,1.9779391,0.0,1.8227271,0.0,2.9464362,0.0,0.0,0.0,1.3766177
88,BRACS_1640_N_8,0,3.2503076,2.134471,0.0,1.946656,0.0,3.24059,0.0,0.0,0.0,1.5083678
89,BRACS_1640_N_9,0,2.5844145,1.7643951,0.0,1.6019427,0.0,2.6060839,0.0,0.0,0.0,1.2135999
90,BRACS_1641_N_1,0,2.4859757,1.7828915,0.0,1.4609846,0.0,2.4269412,0.0,0.0,0.030633982,1.141281
91,BRACS_1641_N_2,0,2.2199337,1.7124443,0.0,1.3420281,0.0,2.112346,0.0,0.0,0.0,1.0147715
92,BRACS_1641_N_3,0,1.6505114,1.3068625,0.0,0.96979827,0.0,1.6674984,0.0,0.0,0.016485978,0.7745672
93,BRACS_1641_N_4,0,1.2466248,0.93801576,0.0,0.7959301,0.0,1.4165107,0.3927033,0.12763762,0.31019706,0.63090575
94,BRACS_1645_N_1,0,12.419302,8.256937,0.0,7.163499,0.0,10.604235,0.0,0.0,0.0,5.190196
95,BRACS_1857_N_2,0,2.7356548,1.959757,0.0,1.5796694,0.0,2.7307117,0.0,0.0,0.0,1.2657316
96,BRACS_1857_N_5,0,2.512297,1.7795471,0.0,1.4665862,0.0,2.507695,0.0,0.0,0.0,1.1660126
97,BRACS_1857_N_6,0,1.8340049,1.3612003,0.0,1.1245646,0.0,1.9194238,0.0,0.0,0.0,0.88595045
98,BRACS_1858_N_1,0,1.2470969,1.0035033,0.0,0.7680783,0.0,1.3430966,0.014413834,0.0,0.0,0.61680025
99,BRACS_1862_N_12,0,5.8678393,4.0743103,0.0,3.476396,0.0,4.8941836,0.0,0.0,0.0,2.4690762
100,BRACS_1862_N_4,0,8.778848,5.870743,0.0,5.2151065,0.0,7.747399,0.0,0.0,0.0,3.7742693
101,BRACS_1864_N_19,0,1.7922368,1.3918673,0.0,1.0624733,0.0,1.7140232,0.33121645,0.0,0.38577893,0.81870353
102,BRACS_1864_N_4,0,2.5990462,2.0069246,0.0,1.5568315,0.0,2.3853035,0.004164815,0.0,0.125533,1.1549125
103,BRACS_1865_N_2,0,1.8166013,1.4486419,0.0,1.0926753,0.0,1.7645513,0.0,0.0,0.010659646,0.8391888
104,BRACS_1865_N_6,0,2.7454827,2.064847,0.0,1.673719,0.0,2.4054294,0.03377402,0.0,0.062225748,1.2008922
105,BRACS_1871_N_6,0,1.1531907,0.9495616,0.0,0.6899715,0.0,1.1926149,0.17046198,0.0,0.15120311,0.55358434
106,BRACS_1873_N_3,0,3.1913307,2.1839542,0.0,1.916218,0.0,3.053131,0.0,0.0,0.0,1.4477906
107,BRACS_1876_N_3,0,1.6611857,1.3011395,0.0,0.9665896,0.0,1.7143053,0.0,0.0,0.0,0.7918144
108,BRACS_1876_N_6,0,1.501001,1.2144922,0.0,0.8928515,0.0,1.5157179,0.067240976,0.0,0.06462887,0.7081405
109,BRACS_1880_N_1,0,2.235311,1.64866,0.0,1.3398333,0.0,2.3125827,0.0,0.0,0.0,1.0706468
110,BRACS_1880_N_2,0,1.4376373,1.1152425,0.0,0.8665174,0.0,1.5347095,0.0,0.0,0.0,0.70162827
111,BRACS_1885_N_1,0,2.847619,2.0939102,0.0,1.6430581,0.0,2.7412252,0.0,0.0,0.0,1.2996724
112,BRACS_1886_N_2,0,0.7726946,0.6522271,0.0,0.49957085,0.0,0.8932102,0.4750875,0.2305974,0.32363722,0.40346244
113,BRACS_1886_N_3,0,1.4256058,1.0792581,0.0,0.9627934,0.0,1.4681543,0.21397486,0.0,0.04998264,0.6932826
114,BRACS_1886_N_4,0,1.556451,1.2194183,0.0,0.927839,0.0,1.5800989,0.0,0.0,0.008656856,0.7369605
115,BRACS_1886_N_5,0,2.011785,1.5101609,0.0,1.2209522,0.0,2.0143487,0.0,0.0,0.0,0.9416533
116,BRACS_1886_N_6,0,4.359505,3.115209,0.0,2.5285838,0.0,3.8931475,0.0,0.0,0.0,1.9043497
117,BRACS_1886_N_7,0,3.0629687,2.2631197,0.0,1.8249928,0.0,2.7675421,0.0,0.0,0.051587436,1.3464683
118,BRACS_1896_N_2,0,0.8677002,0.76171553,0.0,0.5411838,0.0,1.0610273,0.25227928,0.11014633,0.14253816,0.4682346
119,BRACS_1904_N_1,0,1.7784771,1.3022572,0.0,1.0738839,0.0,1.8004293,0.19985892,0.0,0.22967082,0.8367679
120,BRACS_1904_N_2,0,1.2054064,0.96478236,0.0,0.73162526,0.0,1.2033459,0.5210766,0.062305193,0.47825113,0.56374747
121,BRACS_1904_N_3,0,1.9382914,1.4872899,0.0,1.202937,0.0,1.8479046,0.17907113,0.0,0.13631205,0.88905364
122,BRACS_1904_N_4,0,1.3425609,1.066266,0.0,0.8251739,0.0,1.3852191,0.18396021,0.0,0.10727568,0.64447093
123,BRACS_1904_N_5,0,1.8553339,1.4249502,0.0,1.120744,0.0,1.7819749,0.29312938,0.0,0.31353208,0.8475661
124,BRACS_1916_N_6,0,0.7247499,0.62419087,0.0,0.4176414,0.0,0.8013361,0.41536146,0.0,0.35489964,0.36121607
125,BRACS_1918_N_10,0,0.79426956,0.642559,0.0,0.5054464,0.0,0.8825041,1.0969466,1.0436217,0.9966619,0.39691037
126,BRACS_1918_N_6,0,1.4194216,1.1118158,0.0,0.86959094,0.0,1.5527974,0.0,0.0,0.0,0.70302683
127,BRACS_1918_N_9,0,0.96813256,0.74393183,0.0,0.60360736,0.0,1.0594825,0.6440879,0.44588375,0.5637886,0.48245367
128,BRACS_1926_N_3,0,0.8268407,0.6882555,0.0,0.51045066,0.0,0.96806574,0.24736983,0.0,0.14966537,0.4285413
129,BRACS_1930_N_9,0,0.7268634,0.634914,0.0,0.43955696,0.0,0.8417481,0.37901282,0.022595817,0.26353,0.3722778
130,BRACS_1932_N_4,0,2.8906748,2.1301627,0.0,1.7368798,0.0,2.5492601,0.0072342604,0.0,0.10748513,1.2613475
131,BRACS_1932_N_5,0,4.9500537,3.4473748,0.0,2.993159,0.0,4.035213,0.022335336,0.0,0.020016205,2.0726912
132,BRACS_1932_N_7,0,5.0192776,3.661409,0.0,2.974341,0.0,4.342872,0.0,0.0,0.0,2.1565528
133,BRACS_1933_N_1,0,3.1236916,2.3985753,0.0,1.8368766,0.0,2.894413,0.0,0.0,0.06862119,1.3870893
134,BRACS_1933_N_4,0,5.272671,3.8685646,0.0,3.1105876,0.0,4.593512,0.0,0.0,0.0,2.273454
135,BRACS_1933_N_8,0,2.1612885,1.6345248,0.0,1.2627885,0.0,2.1307335,0.0,0.0,0.0,0.9990564
136,BRACS_1936_N_4,0,3.8931532,2.7893748,0.0,2.2559955,0.0,3.6023235,0.0,0.0,0.0,1.730843
137,BRACS_1945_N_11,0,2.0262241,1.5280563,0.0,1.1866003,0.0,2.0316818,0.0,0.0,0.0,0.94684666
138,BRACS_1945_N_12,0,2.5459902,1.7619252,0.0,1.5277652,0.0,2.5468905,0.0,0.0,0.0,1.1845102
139,BRACS_1945_N_13,0,2.8915505,1.9749122,0.0,1.743773,0.0,2.8445654,0.0,0.0,0.0,1.332393
140,BRACS_1945_N_16,0,2.5563643,1.748692,0.0,1.5723822,0.0,2.5739567,0.0,0.0,0.0,1.1988065
141,BRACS_1945_N_20,0,2.0066717,1.397515,0.0,1.2483104,0.0,2.10456,0.0,0.0,0.0,0.96429354
142,BRACS_1945_N_21,0,1.498244,1.1728067,0.0,0.90366334,0.0,1.5887316,0.0,0.0,0.0,0.73038673
143,BRACS_1945_N_22,0,2.794182,2.0350165,0.0,1.6128436,0.0,2.690872,0.0,0.0,0.0,1.2688935
144,BRACS_1945_N_3,0,1.8025272,1.3499509,0.0,1.0974011,0.0,1.8479893,0.0,0.0,0.0,0.85898864
145,BRACS_1945_N_4,0,3.0827322,2.2216578,0.0,1.7917366,0.0,2.9845352,0.0,0.0,0.0,1.4120884
146,BRACS_1945_N_6,0,2.361548,1.7128569,0.0,1.390904,0.0,2.310004,0.0,0.0,0.051999267,1.0850382
147,BRACS_1945_N_9,0,3.2261846,2.191327,0.0,1.9160358,0.0,3.1526616,0.0,0.0,0.0,1.4773136
148,BRACS_264_N_1,0,1.6063902,1.2166764,0.0,0.9440791,0.0,1.5857267,0.46557298,0.0,0.7042245,0.7207079
149,BRACS_264_N_10,0,6.3263636,4.470248,0.0,3.7383072,0.0,5.419381,0.0,0.0,0.0,2.6820786
150,BRACS_264_N_11,0,2.3444564,1.8091241,0.0,1.4822514,0.0,2.2434745,0.0,0.0,0.0,1.055689
151,BRACS_264_N_12,0,7.3698993,5.139769,0.0,4.380653,0.0,6.0968266,0.0,0.0,0.0,3.0926316
152,BRACS_264_N_16,0,2.3558874,1.7554452,0.0,1.4915633,0.0,2.2154493,0.0923955,0.0,0.00923292,1.0441169
153,BRACS_264_N_17,0,9.761996,7.044466,0.0,5.831265,0.0,8.172066,0.0,0.0,0.0,4.0685368
154,BRACS_264_N_18,0,5.162926,3.6202974,0.0,3.118751,0.0,4.4576497,0.0,0.0,0.0,2.2002966
155,BRACS_264_N_19,0,5.004199,3.556282,0.0,2.9470475,0.0,4.598203,0.0,0.0,0.0,2.2229137
156,BRACS_264_N_22,0,6.6112304,4.5051513,0.0,4.0288434,0.0,5.7745547,0.0,0.0,0.0,2.8115633
157,BRACS_264_N_24,0,4.5257044,3.1501627,0.0,2.7514677,0.0,3.741231,0.0,0.0,0.0,1.9089812
158,BRACS_264_N_5,0,4.0840216,2.8847694,0.0,2.4754946,0.0,3.5240428,0.0,0.0,0.0,1.7630476
159,BRACS_264_N_6,0,3.4734817,2.5013037,0.0,2.1291137,0.0,3.1301217,0.0,0.0,0.0,1.5119363
160,BRACS_264_N_7,0,1.4104446,1.0956496,0.0,0.84527874,0.0,1.4872669,0.27753884,0.0,0.36087742,0.668366
161,BRACS_264_N_9,0,1.8936076,1.4589587,0.0,1.1503383,0.0,1.8687052,0.0016601384,0.0,0.150691,0.86784226
162,BRACS_265_N_1,0,14.3766365,10.083618,0.0,8.617791,0.0,12.002181,0.0,0.0,0.0,5.936302
163,BRACS_265_N_10,0,10.6304035,7.31167,0.0,6.3717217,0.0,8.940757,0.0,0.0,0.0,4.444333
164,BRACS_265_N_11,0,9.115565,6.4733596,0.0,5.422164,0.0,7.709235,0.0,0.0,0.0,3.7994514
165,BRACS_265_N_12,0,6.875817,4.4632864,0.0,4.273441,0.0,6.1219068,0.0,0.0,0.0,2.9413123
166,BRACS_265_N_13,0,12.888417,8.762043,0.0,7.470907,0.0,10.90327,0.0,0.0,0.0,5.3871613
167,BRACS_265_N_15,0,11.931272,8.534931,0.0,7.0664573,0.0,10.101484,0.0,0.0,0.0,4.960105
168,BRACS_265_N_16,0,8.834577,5.7492337,0.0,5.2330813,0.0,7.8080473,0.0,0.0,0.0,3.7769058
169,BRACS_265_N_2,0,7.5460997,5.0289326,0.0,4.454665,0.0,6.5481467,0.0,0.0,0.0,3.216792
170,BRACS_265_N_3,0,9.678128,6.501427,0.0,5.8565073,0.0,8.478899,0.0,0.0,0.0,4.0843253
171,BRACS_265_N_4,0,8.962902,6.2079806,0.0,5.2798862,0.0,7.7708154,0.0,0.0,0.0,3.7720673
172,BRACS_265_N_5,0,15.530007,10.331996,0.0,9.384932,0.0,13.169614,0.0,0.0,0.0,6.440684
173,BRACS_265_N_6,0,5.9275074,3.8918962,0.0,3.6982775,0.0,5.3808603,0.0,0.0,0.0,2.5536528
174,BRACS_265_N_7,0,6.562535,4.3683043,0.0,4.055073,0.0,5.939361,0.0,0.0,0.0,2.8371994
175,BRACS_265_N_8,0,8.366552,5.4706964,0.0,4.9725437,0.0,7.401576,0.0,0.0,0.0,3.570018
176,BRACS_265_N_9,0,6.8069696,4.735129,0.0,4.065419,0.0,5.716616,0.0,0.0,0.0,2.8816333
177,BRACS_280_N_1,0,10.297778,6.786586,0.0,6.0883307,0.0,8.933783,0.0,0.0,0.0,4.3632154
178,BRACS_280_N_10,0,9.079253,6.056297,0.0,5.510007,0.0,7.770828,0.0,0.0,0.0,3.8477187
179,BRACS_280_N_11,0,6.0493636,4.075024,0.0,3.628573,0.0,5.37109,0.0,0.0,0.0,2.6098528
180,BRACS_280_N_12,0,7.5545764,5.130193,0.0,4.440892,0.0,6.67759,0.0,0.0,0.0,3.2379901
181,BRACS_280_N_13,0,6.209026,4.377491,0.0,3.655656,0.0,5.419407,0.0,0.0,0.0,2.6650786
182,BRACS_280_N_16,0,9.274542,6.139741,0.0,5.5363855,0.0,8.113831,0.0,0.0,0.0,3.9575386
183,BRACS_280_N_17,0,7.628117,4.928176,0.0,4.6268864,0.0,6.8127313,0.0,0.0,0.0,3.3050358
184,BRACS_280_N_18,0,10.115829,6.9596286,0.0,6.091353,0.0,8.54367,0.0,0.0,0.0,4.2380357
185,BRACS_280_N_19,0,5.2059503,3.7181134,0.0,3.2064438,0.0,4.436734,0.0,0.0,0.0,2.2357368
186,BRACS_280_N_2,0,7.529061,5.241829,0.0,4.3795996,0.0,6.506694,0.0,0.0,0.0,3.201655
187,BRACS_280_N_3,0,12.724953,8.507994,0.0,7.873337,0.0,10.635478,0.0,0.0,0.0,5.3112097
188,BRACS_280_N_4,0,11.510937,7.729252,0.0,7.2860756,0.0,9.563133,0.0,0.0,0.0,4.806023
189,BRACS_280_N_6,0,8.298045,5.50092,0.0,5.0417137,0.0,7.3553,0.0,0.0,0.0,3.5698788
190,BRACS_280_N_7,0,16.209667,11.1437645,0.0,9.969978,0.0,13.363438,0.0,0.0,0.0,6.6708107
191,BRACS_280_N_8,0,5.788016,4.0660233,0.0,3.5120528,0.0,5.01188,0.0,0.0,0.0,2.481617
192,BRACS_280_N_9,0,7.5293407,5.33091,0.0,4.6229253,0.0,6.2586126,0.0,0.0,0.0,3.165781
193,BRACS_281_N_10,0,11.75465,8.182663,0.0,7.1476374,0.0,10.256026,0.0,0.0,0.0,4.8934345
194,BRACS_281_N_11,0,10.532777,7.5668793,0.0,6.2577443,0.0,8.9681835,0.0,0.0,0.0,4.4070888
195,BRACS_281_N_12,0,6.165758,4.34443,0.0,3.5943224,0.0,5.4469914,0.0,0.0,0.0,2.6427598
196,BRACS_281_N_13,0,9.717993,6.905106,0.0,5.787755,0.0,8.156358,0.0,0.0,0.0,4.055593
197,BRACS_281_N_14,0,6.4500403,4.134529,0.0,3.9570932,0.0,5.887851,0.0,0.0,0.0,2.788257
198,BRACS_281_N_16,0,12.1715975,8.361532,0.0,7.453906,0.0,10.491698,0.0,0.0,0.0,5.0593214
199,BRACS_281_N_20,0,8.401799,5.557535,0.0,5.084655,0.0,7.162123,0.0,0.0,0.0,3.5220416
200,BRACS_281_N_22,0,8.43414,5.754456,0.0,5.256777,0.0,7.0829916,0.0,0.0,0.0,3.5401983
201,BRACS_281_N_25,0,17.282017,11.088699,0.0,10.063545,0.0,15.183793,0.0,0.0,0.0,7.217078
202,BRACS_281_N_27,0,6.181364,4.0258136,0.0,3.5698347,0.0,5.6401696,0.0,0.0,0.0,2.6768472
203,BRACS_281_N_28,0,7.6816216,5.1919713,0.0,4.707913,0.0,6.741184,0.0,0.0,0.0,3.2462342
204,BRACS_281_N_30,0,6.9256387,4.771478,0.0,4.2291985,0.0,6.2362614,0.0,0.0,0.0,2.9138887
205,BRACS_281_N_31,0,3.033585,2.15309,0.0,1.8698938,0.0,2.8516314,0.1678895,0.0,0.20779881,1.3161744
206,BRACS_281_N_34,0,5.658929,3.7375073,0.0,3.478591,0.0,4.96624,0.0,0.0,0.20841274,2.3762784
207,BRACS_281_N_40,0,15.195985,10.920632,0.0,8.958342,0.0,12.713135,0.0,0.0,0.0,6.2881804
208,BRACS_281_N_45,0,10.933148,7.460454,0.0,6.3760223,0.0,9.441413,0.0,0.0,0.0,4.5933137
